title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,doi_key,title_norm,citation_score,recency_score,kw_score_raw,kw_score,gold_probability,cluster3_probability,ml_match_gold,ml_match_cluster,ml_score_gold,ml_score_cluster3,ml_score_total,final_score,pdf_file,status,final_url
Conversion of invisible metal-organic frameworks to luminescent perovskite nanocrystals for confidential information encryption and decryption,2017,10.1038/s41467-017-01248-2,https://openalex.org/W2766836967,499,True,https://www.nature.com/articles/s41467-017-01248-2.pdf,https://doi.org/10.1038/s41467-017-01248-2,Nature Communications,10.1038s41467-017-01248-2,conversion of invisible metal organic frameworks to luminescent perovskite nanocrystals for confidential information encryption and decryption,31.073040492110955,0.2,0.0,0.0,0.6937003954361474,0.3787134624555176,doi_key,doi_key,8.324404745233767,3.029707699644141,11.35411244487791,42.627152936988864,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2017_10.1038s41467-017-01248-2_Conversion_of_invisible_metal-organic_frameworks_to_luminescent_perovskite_nanocrystals_for_confidential_info.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-017-01248-2.pdf
A high-conductivity n-type polymeric ink for printed electronics,2021,10.1038/s41467-021-22528-y,https://openalex.org/W3155455451,241,True,https://www.nature.com/articles/s41467-021-22528-y.pdf,https://doi.org/10.1038/s41467-021-22528-y,Nature Communications,10.1038s41467-021-22528-y,a high conductivity n type polymeric ink for printed electronics,27.444688630783432,0.6,3.5,7.0,0.4740819982697293,0.2248488824642371,doi_key,doi_key,5.688983979236752,1.7987910597138967,7.487775038950648,42.532463669734085,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2021_10.1038s41467-021-22528-y_A_high-conductivity_n-type_polymeric_ink_for_printed_electronics.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-021-22528-y.pdf
Slot-die coating large-area formamidinium-cesium perovskite film for efficient and stable parallel solar module,2021,10.1126/sciadv.abg3749,https://openalex.org/W3159483471,299,True,https://www.science.org/doi/pdf/10.1126/sciadv.abg3749?download=true,https://doi.org/10.1126/sciadv.abg3749,Science Advances,10.1126sciadv.abg3749,slot die coating large area formamidinium cesium perovskite film for efficient and stable parallel solar module,28.518912373281005,0.6,5.0,10.0,0.2461403845972288,0.0413856598550574,doi_key,doi_key,2.953684615166746,0.3310852788404592,3.284769894007205,42.40368226728821,,no_accessible_pdf_found,https://www.science.org/doi/pdf/10.1126/sciadv.abg3749?download=true
Inkjet‐Printed Micrometer‐Thick Perovskite Solar Cells with Large Columnar Grains,2019,10.1002/aenm.201903184,https://openalex.org/W2995089958,214,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201903184,https://doi.org/10.1002/aenm.201903184,Advanced Energy Materials,10.1002aenm.201903184,inkjet printed micrometer thick perovskite solar cells with large columnar grains,26.85319014063831,0.4,6.5,13.0,0.1585732865866715,0.029956267314562,doi_key,doi_key,1.902879439040058,0.239650138516496,2.1425295775565543,42.39571971819486,,no_accessible_pdf_found,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201903184
Covalent organic frameworks: an ideal platform for designing ordered materials and advanced applications,2020,10.1039/d0cs00620c,https://openalex.org/W3111457036,978,True,https://pubs.rsc.org/en/content/articlepdf/2021/cs/d0cs00620c,https://doi.org/10.1039/d0cs00620c,Chemical Society Reviews,10.1039d0cs00620c,covalent organic frameworks an ideal platform for designing ordered materials and advanced applications,34.432658212652555,0.5,0.0,0.0,0.5363663022606924,0.1087938831370065,doi_key,doi_key,6.4363956271283085,0.870351065096052,7.30674669222436,42.23940490487691,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2020_10.1039d0cs00620c_Covalent_organic_frameworks_an_ideal_platform_for_designing_ordered_materials_and_advanced_applications.pdf,downloaded_pdf,https://pubs.rsc.org/en/content/articlepdf/2021/cs/d0cs00620c
Lead halide perovskites for photocatalytic organic synthesis,2019,10.1038/s41467-019-10634-x,https://openalex.org/W2955361498,433,True,https://www.nature.com/articles/s41467-019-10634-x.pdf,https://doi.org/10.1038/s41467-019-10634-x,Nature Communications,10.1038s41467-019-10634-x,lead halide perovskites for photocatalytic organic synthesis,30.365222670502025,0.4,0.0,0.0,0.6729970350479333,0.4163641949927292,doi_key,doi_key,8.0759644205752,3.3309135599418336,11.406877980517034,42.17210065101906,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2019_10.1038s41467-019-10634-x_Lead_halide_perovskites_for_photocatalytic_organic_synthesis.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-019-10634-x.pdf
Mixed halide perovskites for spectrally stable and high-efficiency blue light-emitting diodes,2021,10.1038/s41467-020-20582-6,https://openalex.org/W3120423813,460,True,https://www.nature.com/articles/s41467-020-20582-6.pdf,https://doi.org/10.1038/s41467-020-20582-6,Nature Communications,10.1038s41467-020-20582-6,mixed halide perovskites for spectrally stable and high efficiency blue light emitting diodes,30.666990214983244,0.6,0.0,0.0,0.6931452660472114,0.31145939681744,doi_key,doi_key,8.317743192566537,2.49167517453952,10.809418367106057,42.0764085820893,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2021_10.1038s41467-020-20582-6_Mixed_halide_perovskites_for_spectrally_stable_and_high-efficiency_blue_light-emitting_diodes.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-020-20582-6.pdf
Chiral-perovskite optoelectronics,2020,10.1038/s41578-020-0181-5,https://openalex.org/W3011088795,821,True,https://www.nature.com/articles/s41578-020-0181-5.pdf,https://doi.org/10.1038/s41578-020-0181-5,Nature Reviews Materials,10.1038s41578-020-0181-5,chiral perovskite optoelectronics,33.5587019752809,0.5,0.0,0.0,0.5327943113047804,0.1843250602362365,doi_key,doi_key,6.393531735657365,1.474600481889892,7.868132217547257,41.92683419282815,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2020_10.1038s41578-020-0181-5_Chiral-perovskite_optoelectronics.pdf,downloaded_pdf,https://www.nature.com/articles/s41578-020-0181-5.pdf
Trifluoroacetate induced small-grained CsPbBr3 perovskite films result in efficient and stable light-emitting devices,2019,10.1038/s41467-019-08425-5,https://openalex.org/W2914440772,488,True,https://www.nature.com/articles/s41467-019-08425-5.pdf,https://doi.org/10.1038/s41467-019-08425-5,Nature Communications,10.1038s41467-019-08425-5,trifluoroacetate induced small grained cspbbr3 perovskite films result in efficient and stable light emitting devices,30.961812447374363,0.4,0.0,0.0,0.6921849785704182,0.2802037359829364,doi_key,doi_key,8.306219742845018,2.241629887863492,10.547849630708509,41.90966207808288,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2019_10.1038s41467-019-08425-5_Trifluoroacetate_induced_small-grained_CsPbBr3_perovskite_films_result_in_efficient_and_stable_light-emitting.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-019-08425-5.pdf
A chemically inert bismuth interlayer enhances long-term stability of inverted perovskite solar cells,2019,10.1038/s41467-019-09167-0,https://openalex.org/W2922321003,362,True,https://www.nature.com/articles/s41467-019-09167-0.pdf,https://doi.org/10.1038/s41467-019-09167-0,Nature Communications,10.1038s41467-019-09167-0,a chemically inert bismuth interlayer enhances long term stability of inverted perovskite solar cells,29.47201417132425,0.4,0.0,0.0,0.6933500641960898,0.4291591218170346,doi_key,doi_key,8.320200770353077,3.4332729745362767,11.753473744889352,41.62548791621361,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2019_10.1038s41467-019-09167-0_A_chemically_inert_bismuth_interlayer_enhances_long-term_stability_of_inverted_perovskite_solar_cells.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-019-09167-0.pdf
Highly Reproducible Sn‐Based Hybrid Perovskite Solar Cells with 9% Efficiency,2017,10.1002/aenm.201702019,https://openalex.org/W2760629443,883,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201702019,https://doi.org/10.1002/aenm.201702019,Advanced Energy Materials,10.1002aenm.201702019,highly reproducible sn based hybrid perovskite solar cells with 9 efficiency,33.92228531318822,0.2,0.0,0.0,0.5438639482219962,0.1135803376322777,doi_key,doi_key,6.526367378663955,0.9086427010582216,7.435010079722176,41.5572953929104,,no_accessible_pdf_found,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201702019
Spectra stable blue perovskite light-emitting diodes,2019,10.1038/s41467-019-09794-7,https://openalex.org/W2940595295,471,True,https://www.nature.com/articles/s41467-019-09794-7.pdf,https://doi.org/10.1038/s41467-019-09794-7,Nature Communications,10.1038s41467-019-09794-7,spectra stable blue perovskite light emitting diodes,30.784894927927773,0.4,0.0,0.0,0.6908742336777636,0.2569968432712685,doi_key,doi_key,8.290490804133164,2.055974746170148,10.34646555030331,41.53136047823108,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2019_10.1038s41467-019-09794-7_Spectra_stable_blue_perovskite_light-emitting_diodes.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-019-09794-7.pdf
"High-resolution patterning of colloidal quantum dots via non-destructive, light-driven ligand crosslinking",2020,10.1038/s41467-020-16652-4,https://openalex.org/W3033478592,243,True,https://www.nature.com/articles/s41467-020-16652-4.pdf,https://doi.org/10.1038/s41467-020-16652-4,Nature Communications,10.1038s41467-020-16652-4,high resolution patterning of colloidal quantum dots via non destructive light driven ligand crosslinking,27.48584112646601,0.5,3.0,6.0,0.4790398123215998,0.2048048284014339,doi_key,doi_key,5.748477747859198,1.6384386272114713,7.386916375070669,41.37275750153668,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2020_10.1038s41467-020-16652-4_High-resolution_patterning_of_colloidal_quantum_dots_via_non-destructive_light-driven_ligand_crosslinking.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-020-16652-4.pdf
Roll-to-roll gravure-printed flexible perovskite solar cells using eco-friendly antisolvent bathing with wide processing window,2020,10.1038/s41467-020-18940-5,https://openalex.org/W3092176741,294,True,https://www.nature.com/articles/s41467-020-18940-5.pdf,https://doi.org/10.1038/s41467-020-18940-5,Nature Communications,10.1038s41467-020-18940-5,roll to roll gravure printed flexible perovskite solar cells using eco friendly antisolvent bathing with wide processing window,28.434876781699103,0.5,1.5,3.0,0.5566547453426439,0.3328947217380648,doi_key,doi_key,6.679856944111727,2.6631577739045182,9.343014718016246,41.27789149971535,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2020_10.1038s41467-020-18940-5_Roll-to-roll_gravure-printed_flexible_perovskite_solar_cells_using_eco-friendly_antisolvent_bathing_with_wide.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-020-18940-5.pdf
"Indoor Air Pollution, Related Human Diseases, and Recent Trends in the Control and Improvement of Indoor Air Quality",2020,10.3390/ijerph17082927,https://openalex.org/W3020484714,736,True,https://www.mdpi.com/1660-4601/17/8/2927/pdf?version=1587738024,https://doi.org/10.3390/ijerph17082927,International Journal of Environmental Research and Public Health,10.3390ijerph17082927,indoor air pollution related human diseases and recent trends in the control and improvement of indoor air quality,33.01293946094668,0.5,0.0,0.0,0.5130721014168003,0.1593610363962874,doi_key,doi_key,6.156865217001603,1.2748882911702992,7.431753508171902,40.94469296911858,,no_accessible_pdf_found,https://www.mdpi.com/1660-4601/17/8/2927/pdf?version=1587738024
Classifications and Applications of Inkjet Printing Technology: A Review,2021,10.1109/access.2021.3119219,https://openalex.org/W3206452593,248,True,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09565892.pdf,https://doi.org/10.1109/access.2021.3119219,IEEE Access,10.1109access.2021.3119219,classifications and applications of inkjet printing technology a review,27.587264482323537,0.6,5.0,10.0,0.1947178238228284,0.044913265057453,doi_key,doi_key,2.3366138858739407,0.359306120459624,2.695920006333565,40.88318448865711,,no_accessible_pdf_found,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09565892.pdf
Perovskite seeding growth of formamidinium-lead-iodide-based perovskites for efficient and stable solar cells,2018,10.1038/s41467-018-04029-7,https://openalex.org/W2801523206,402,True,https://www.nature.com/articles/s41467-018-04029-7.pdf,https://doi.org/10.1038/s41467-018-04029-7,Nature Communications,10.1038s41467-018-04029-7,perovskite seeding growth of formamidinium lead iodide based perovskites for efficient and stable solar cells,29.99468280973341,0.3,0.0,0.0,0.6842093823264573,0.292519701526805,doi_key,doi_key,8.210512587917489,2.34015761221444,10.550670200131927,40.84535300986534,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2018_10.1038s41467-018-04029-7_Perovskite_seeding_growth_of_formamidinium-lead-iodide-based_perovskites_for_efficient_and_stable_solar_cells.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-018-04029-7.pdf
20.8% Slot‐Die Coated MAPbI<sub>3</sub> Perovskite Solar Cells by Optimal DMSO‐Content and Age of 2‐ME Based Precursor Inks,2021,10.1002/aenm.202003460,https://openalex.org/W3113214473,191,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202003460,https://doi.org/10.1002/aenm.202003460,Advanced Energy Materials,10.1002aenm.202003460,20 8 slot die coated mapbi 3 perovskite solar cells by optimal dmso content and age of 2 me based precursor inks,26.28747686013891,0.6,6.0,12.0,0.1402220957144174,0.0303001029814441,doi_key,doi_key,1.6826651485730089,0.2424008238515528,1.9250659724245616,40.81254283256347,,no_accessible_pdf_found,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202003460
Multifunctional molecular modulators for perovskite solar cells with over 20% efficiency and high operational stability,2018,10.1038/s41467-018-06709-w,https://openalex.org/W2897375678,328,True,https://www.nature.com/articles/s41467-018-06709-w.pdf,https://doi.org/10.1038/s41467-018-06709-w,Nature Communications,10.1038s41467-018-06709-w,multifunctional molecular modulators for perovskite solar cells with over 20 efficiency and high operational stability,28.98028875382686,0.3,0.0,0.0,0.6334515961043203,0.4779772547404955,doi_key,doi_key,7.601419153251844,3.823818037923964,11.425237191175809,40.70552594500267,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2018_10.1038s41467-018-06709-w_Multifunctional_molecular_modulators_for_perovskite_solar_cells_with_over_20_efficiency_and_high_operational_.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-018-06709-w.pdf
Myths and reality of HPbI3 in halide perovskite solar cells,2018,10.1038/s41467-018-07204-y,https://openalex.org/W2900078643,298,True,https://www.nature.com/articles/s41467-018-07204-y.pdf,https://doi.org/10.1038/s41467-018-07204-y,Nature Communications,10.1038s41467-018-07204-y,myths and reality of hpbi3 in halide perovskite solar cells,28.50221786695344,0.3,0.0,0.0,0.6482769072634192,0.5121142176085028,doi_key,doi_key,7.779322887161031,4.096913740868023,11.876236628029057,40.67845449498249,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2018_10.1038s41467-018-07204-y_Myths_and_reality_of_HPbI3_in_halide_perovskite_solar_cells.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-018-07204-y.pdf
Status and perspectives of key materials for PEM electrolyzer,2022,10.26599/nre.2022.9120032,https://openalex.org/W4295011639,440,True,https://www.sciopen.com/article_pdf/1567427372770799617.pdf,https://doi.org/10.26599/nre.2022.9120032,Nano Research Energy,10.26599nre.2022.9120032,status and perspectives of key materials for pem electrolyzer,30.44522437723423,0.7,0.0,0.0,0.4026189742422352,0.5781741263861344,doi_key,doi_key,4.831427690906822,4.625393011089075,9.456820701995898,40.60204507923012,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2022_10.26599nre.2022.9120032_Status_and_perspectives_of_key_materials_for_PEM_electrolyzer.pdf,downloaded_pdf,https://www.sciopen.com/article_pdf/10.26599/NRE.2022.9120032.pdf
Smoothing the energy transfer pathway in quasi-2D perovskite films using methanesulfonate leads to highly efficient light-emitting devices,2021,10.1038/s41467-021-21522-8,https://openalex.org/W3131699578,415,True,https://www.nature.com/articles/s41467-021-21522-8.pdf,https://doi.org/10.1038/s41467-021-21522-8,Nature Communications,10.1038s41467-021-21522-8,smoothing the energy transfer pathway in quasi 2d perovskite films using methanesulfonate leads to highly efficient light emitting devices,30.15342630130632,0.6,0.0,0.0,0.6422605580766758,0.2539320894720345,doi_key,doi_key,7.70712669692011,2.031456715776276,9.738583412696386,40.49200971400271,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2021_10.1038s41467-021-21522-8_Smoothing_the_energy_transfer_pathway_in_quasi-2D_perovskite_films_using_methanesulfonate_leads_to_highly_eff.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-021-21522-8.pdf
Accelerating the discovery of materials for clean energy in the era of smart automation,2018,10.1038/s41578-018-0005-z,https://openalex.org/W2799915630,745,True,https://www.nature.com/articles/s41578-018-0005-z.pdf,https://doi.org/10.1038/s41578-018-0005-z,Nature Reviews Materials,10.1038s41578-018-0005-z,accelerating the discovery of materials for clean energy in the era of smart automation,33.073628001018804,0.3,0.0,0.0,0.5020614618429216,0.121920768984853,doi_key,doi_key,6.024737542115059,0.975366151878824,7.000103693993883,40.37373169501269,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2018_10.1038s41578-018-0005-z_Accelerating_the_discovery_of_materials_for_clean_energy_in_the_era_of_smart_automation.pdf,downloaded_pdf,https://www.nature.com/articles/s41578-018-0005-z.pdf
Hysteresis-free perovskite solar cells made of potassium-doped organometal halide perovskite,2017,10.1038/s41598-017-12436-x,https://openalex.org/W2754484403,267,True,https://www.nature.com/articles/s41598-017-12436-x.pdf,https://doi.org/10.1038/s41598-017-12436-x,Scientific Reports,10.1038s41598-017-12436-x,hysteresis free perovskite solar cells made of potassium doped organometal halide perovskite,27.95493490255428,0.2,0.0,0.0,0.3836026037603522,0.923913213409258,doi_key,doi_key,4.603231245124227,7.391305707274064,11.994536952398292,40.14947185495257,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2017_10.1038s41598-017-12436-x_Hysteresis-free_perovskite_solar_cells_made_of_potassium-doped_organometal_halide_perovskite.pdf,downloaded_pdf,https://www.nature.com/articles/s41598-017-12436-x.pdf
Stability of perovskite solar cells: issues and prospects,2023,10.1039/d2ra05903g,https://openalex.org/W4313893985,366,True,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d2ra05903g,https://doi.org/10.1039/d2ra05903g,RSC Advances,10.1039d2ra05903g,stability of perovskite solar cells issues and prospects,29.52680924027285,0.8,0.0,0.0,0.4753934521492741,0.4981376035860699,doi_key,doi_key,5.7047214257912895,3.985100828688559,9.689822254479848,40.0166314947527,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2023_10.1039d2ra05903g_Stability_of_perovskite_solar_cells_issues_and_prospects.pdf,downloaded_pdf,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d2ra05903g
Reduced graphene oxide today,2019,10.1039/c9tc04916a,https://openalex.org/W2997981563,669,True,https://pubs.rsc.org/en/content/articlepdf/2020/tc/c9tc04916a,https://doi.org/10.1039/c9tc04916a,Journal of Materials Chemistry C,10.1039c9tc04916a,reduced graphene oxide today,32.53638856192506,0.4,0.0,0.0,0.4694752883094187,0.144359577267567,doi_key,doi_key,5.633703459713025,1.154876618140536,6.7885800778535605,39.724968639778616,,no_accessible_pdf_found,https://pubs.rsc.org/en/content/articlelanding/2020/tc/c9tc04916a/unauth
Development of Greener and Stable Inkjet‐Printable Perovskite Precursor Inks for All‐Printed Annealing‐Free Perovskite Solar Mini‐Modules Manufacturing,2023,10.1002/smtd.202300664,https://openalex.org/W4382502101,32,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smtd.202300664,https://doi.org/10.1002/smtd.202300664,Small Methods,10.1002smtd.202300664,development of greener and stable inkjet printable perovskite precursor inks for all printed annealing free perovskite solar mini modules manufacturing,17.482537807332402,0.8,10.5,21.0,0.0201072722157417,0.0106913288728036,doi_key,doi_key,0.2412872665889004,0.0855306309824288,0.3268178975713292,39.60935570490373,,no_accessible_pdf_found,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smtd.202300664
High-performance large-area quasi-2D perovskite light-emitting diodes,2021,10.1038/s41467-021-22529-x,https://openalex.org/W3156248107,315,True,https://www.nature.com/articles/s41467-021-22529-x.pdf,https://doi.org/10.1038/s41467-021-22529-x,Nature Communications,10.1038s41467-021-22529-x,high performance large area quasi 2d perovskite light emitting diodes,28.77871106793456,0.6,1.0,2.0,0.5634436017595293,0.177402597636489,doi_key,doi_key,6.761323221114353,1.419220781091912,8.180544002206265,39.55925507014083,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2021_10.1038s41467-021-22529-x_High-performance_large-area_quasi-2D_perovskite_light-emitting_diodes.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-021-22529-x.pdf
A Review on Metasurface: From Principle to Smart Metadevices,2021,10.3389/fphy.2020.586087,https://openalex.org/W3128209717,645,True,https://www.frontiersin.org/articles/10.3389/fphy.2020.586087/pdf,https://doi.org/10.3389/fphy.2020.586087,Frontiers in Physics,10.3389fphy.2020.586087,a review on metasurface from principle to smart metadevices,32.35399751891301,0.6,0.0,0.0,0.4539593165216118,0.1149324143509522,doi_key,doi_key,5.447511798259342,0.9194593148076176,6.36697111306696,39.32096863197997,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2021_10.3389fphy.2020.586087_A_Review_on_Metasurface_From_Principle_to_Smart_Metadevices.pdf,downloaded_pdf,https://public-pages-files-2025.frontiersin.org/journals/physics/articles/10.3389/fphy.2020.586087/pdf
Scalable PbS Quantum Dot Solar Cell Production by Blade Coating from Stable Inks,2021,10.1021/acsami.0c18204,https://openalex.org/W3121776178,145,True,https://pubs.acs.org/doi/pdf/10.1021/acsami.0c18204,https://doi.org/10.1021/acsami.0c18204,ACS Applied Materials & Interfaces,10.1021acsami.0c18204,scalable pbs quantum dot solar cell production by blade coating from stable inks,24.91803310854168,0.6,6.0,12.0,0.1161646896446302,0.0462917430252249,doi_key,doi_key,1.3939762757355625,0.3703339442017992,1.7643102199373617,39.28234332847905,,no_accessible_pdf_found,https://pubs.acs.org/doi/pdf/10.1021/acsami.0c18204
Large-area and efficient perovskite light-emitting diodes via low-temperature blade-coating,2021,10.1038/s41467-020-20433-4,https://openalex.org/W3120128877,161,True,https://www.nature.com/articles/s41467-020-20433-4.pdf,https://doi.org/10.1038/s41467-020-20433-4,Nature Communications,10.1038s41467-020-20433-4,large area and efficient perovskite light emitting diodes via low temperature blade coating,25.43798167616192,0.6,4.0,8.0,0.3535209873466207,0.1192858111761703,doi_key,doi_key,4.242251848159448,0.9542864894093624,5.196538337568811,39.23452001373073,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2021_10.1038s41467-020-20433-4_Large-area_and_efficient_perovskite_light-emitting_diodes_via_low-temperature_blade-coating.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-020-20433-4.pdf
Progress in understanding structure and transport properties of PEDOT-based materials: A critical review,2019,10.1016/j.pmatsci.2019.100616,https://openalex.org/W2984074512,617,True,https://www.sciencedirect.com/science/article/am/pii/S0079642519300982?via%3Dihub,https://doi.org/10.1016/j.pmatsci.2019.100616,Progress in Materials Science,10.1016j.pmatsci.2019.100616,progress in understanding structure and transport properties of pedot based materials a critical review,32.132442287288455,0.4,0.0,0.0,0.4599932585287754,0.1474583683440633,doi_key,doi_key,5.5199191023453045,1.1796669467525065,6.699586049097811,39.23202833638626,,no_accessible_pdf_found,https://www.sciencedirect.com/science/article/am/pii/S0079642519300982?via%3Dihub
"Recycling of Lithium‐Ion Batteries—Current State of the Art, Circular Economy, and Next Generation Recycling",2022,10.1002/aenm.202102917,https://openalex.org/W4205771230,690,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202102917,https://doi.org/10.1002/aenm.202102917,Advanced Energy Materials,10.1002aenm.202102917,recycling of lithium ion batteries current state of the art circular economy and next generation recycling,32.69069911883835,0.7,0.0,0.0,0.4297384847017556,0.0844242532920259,doi_key,doi_key,5.156861816421067,0.6753940263362072,5.832255842757274,39.22295496159563,,no_accessible_pdf_found,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202102917
Electrode Materials for Supercapacitors: A Review of Recent Advances,2020,10.3390/catal10090969,https://openalex.org/W3082954565,658,True,https://www.mdpi.com/2073-4344/10/9/969/pdf?version=1598493922,https://doi.org/10.3390/catal10090969,Catalysts,10.3390catal10090969,electrode materials for supercapacitors a review of recent advances,32.453617672512536,0.5,0.0,0.0,0.4452051275985608,0.1157914389343685,doi_key,doi_key,5.34246153118273,0.926331511474948,6.268793042657678,39.22241071517021,,no_accessible_pdf_found,https://www.mdpi.com/2073-4344/10/9/969/pdf?version=1598493922
Bio-inspired vertebral design for scalable and flexible perovskite solar cells,2020,10.1038/s41467-020-16831-3,https://openalex.org/W3034870143,259,True,https://www.nature.com/articles/s41467-020-16831-3.pdf,https://doi.org/10.1038/s41467-020-16831-3,Nature Communications,10.1038s41467-020-16831-3,bio inspired vertebral design for scalable and flexible perovskite solar cells,27.80340815507764,0.5,1.0,2.0,0.5187663922132257,0.3316086637572133,doi_key,doi_key,6.225196706558709,2.6528693100577065,8.878066016616415,39.18147417169405,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2020_10.1038s41467-020-16831-3_Bio-inspired_vertebral_design_for_scalable_and_flexible_perovskite_solar_cells.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-020-16831-3.pdf
Lattice strain causes non-radiative losses in halide perovskites,2019,10.1039/c8ee02751j,https://openalex.org/W2911095050,486,True,https://pubs.rsc.org/en/content/articlepdf/2019/ee/c8ee02751j,https://doi.org/10.1039/c8ee02751j,Energy & Environmental Science,10.1039c8ee02751j,lattice strain causes non radiative losses in halide perovskites,30.94132061541295,0.4,0.0,0.0,0.5608368213434755,0.1160970231822283,doi_key,doi_key,6.730041856121705,0.9287761854578264,7.658818041579531,39.00013865699248,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2019_10.1039c8ee02751j_Lattice_strain_causes_non-radiative_losses_in_halide_perovskites.pdf,downloaded_pdf,https://pubs.rsc.org/en/content/articlepdf/2019/ee/c8ee02751j
Dimensionality engineering of hybrid halide perovskite light absorbers,2018,10.1038/s41467-018-07382-9,https://openalex.org/W2901657000,318,True,https://www.nature.com/articles/s41467-018-07382-9.pdf,https://doi.org/10.1038/s41467-018-07382-9,Nature Communications,10.1038s41467-018-07382-9,dimensionality engineering of hybrid halide perovskite light absorbers,28.82595551392422,0.3,0.0,0.0,0.5963388516681681,0.3327516562291167,doi_key,doi_key,7.156066220018017,2.6620132498329334,9.81807946985095,38.94403498377517,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2018_10.1038s41467-018-07382-9_Dimensionality_engineering_of_hybrid_halide_perovskite_light_absorbers.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-018-07382-9.pdf
Unveiling the operation mechanism of layered perovskite solar cells,2019,10.1038/s41467-019-08958-9,https://openalex.org/W2917115373,290,True,https://www.nature.com/articles/s41467-019-08958-9.pdf,https://doi.org/10.1038/s41467-019-08958-9,Nature Communications,10.1038s41467-019-08958-9,unveiling the operation mechanism of layered perovskite solar cells,28.366616335857465,0.4,0.0,0.0,0.6068696618604261,0.3134578166610182,doi_key,doi_key,7.2824359423251135,2.507662533288145,9.79009847561326,38.55671481147073,C:\Users\inkjet\perovskite_ink_scraper\pdfs\2019_10.1038s41467-019-08958-9_Unveiling_the_operation_mechanism_of_layered_perovskite_solar_cells.pdf,downloaded_pdf,https://www.nature.com/articles/s41467-019-08958-9.pdf
